arabic_ctx,arabic_res,chinese_ctx,chinese_res,english_ctx,english_res,french_ctx,french_res,german_ctx,german_res,hindi_ctx,hindi_res,japanese_ctx,japanese_res,korean_ctx,korean_res,russian_ctx,russian_res,spanish_ctx,spanish_res,ratings
"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,"¡Mi agresiva rata mascota atacó a la rata bebé y le dejó una horrible herida en el abdomen!
Wow, eso suena muy repugnante.",Eso está estupendo,2.8
"Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!","Acabo de disfrutar de las compras de comestibles por primera vez en mucho tiempo. He encontrado mi restaurante / tienda perfecta y pasé unos 40 minutos muy felices deambulando por él.
¡Genial! ¿Obtuviste algo que te entusiasme especialmente? ¿Es un restaurante y una tienda?","oh eso es genial, espero que lo pases muy bien!",3.2
"Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial","Todavía vivo y trabajo en el lugar donde crecí, pero todos mis amigos se han mudado.
Aw, eso tiene que ser difícil para no ver a tus amigos. ¿Visitan a menudo?","oh, eso es genial",2.5
"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,"Mis padres me dieron un auto para graduarme de la universidad. Hace mi vida mucho más fácil.
Merecías graduarte.",Eso está estupendo,2.9
"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,"Mi cumpleaños fue la semana pasada y nunca escuché de mi hermano O de mi hermana para desearme un feliz cumpleaños.
¡oh no, lamento escuchar eso! Deben haber estado muy ocupados y debe haberse deslizado de su mente.",Eso está estupendo,2.6
"Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial","Necesitando algo de dinero extra, utilicé el cambio de repuesto en mi automóvil para comprar un boleto de rasca y gana.
Muy bien.. qué tipo de billete.. ¿Monopolio?  El precio es correcto?  ¿Scrabble?  ¿Bingo?","oh, eso es genial",2.0
"Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial","Me desperté y lo primero que vi fue que mi gato había decidido jugar con mis zapatos y arruinarlos!
Oh mi, debes haber estado molesto con tu gato. Supongo que solo quería tu atención.","oh, eso es genial",3.7
"No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial","No, no lo hice.  Vivimos en una zona rural y la tienda de comestibles está a 20 minutos.  Por suerte para él, olvidé algunas otras cosas para la cena de mañana [¡cerebro de mamá!] y le dije que podíamos viajar juntos mañana de regreso a la tienda.
Tal vez deberías dejar que obtenga un par de cosas para compensarlo.","oh, eso es genial",2.7
"Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir","Sí, realmente lo hace. ¡Es aún peor tratar de cerrar esas cuentas!
No quieren. Perdí el mío o me lo robaron. Pero todas mis facturas de pago automático están estancadas y las compañías no están contentas con eso.","oh, ese es un buen camino a seguir",3.0
"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,"¡Estoy comiendo mucha comida para asegurarme de que puedo levantar más peso en el gimnasio la próxima vez!
¿Estás tomando proteínas?",Eso está estupendo,2.3
"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,"¡Esta tarde fui al partido de fútbol de mis hijos y él marcó tres goles! ¡Papá más feliz de todos!
Me imagino que tu hijo también está bastante feliz.",Eso está estupendo,3.0
"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,"Ayer tuve una entrevista de trabajo. Estaba muy nervioso antes de que comenzara.
¿Fue por teléfono o en persona?",¡No! Ese es un buen trabajo.,2.9
"Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz","Durante el verano, mi familia fue a Alabama a visitar a la familia y sentí muchas emociones.
¿Supongo que no vives en Alabama? ¿Fue en general un buen viaje.... o desafiante? ¡O ambas cosas!","oh eso es genial, apuesto a que fuiste feliz",2.5
