arabic_ctx,arabic_res,chinese_ctx,chinese_res,english_ctx,english_res,french_ctx,french_res,german_ctx,german_res,hindi_ctx,hindi_res,japanese_ctx,japanese_res,korean_ctx,korean_res,russian_ctx,russian_res,spanish_ctx,spanish_res,ratings
"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,"Buenos días.
¿Qué dice el documento?",Significa que solo puedes permitírtelo.,2.8
"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,"Muy bien, ¿puedo tener su libreta?
Sí, aquí lo tienes.",Quiero ir al banco.,2.9
"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,"Lamento mucho escuchar eso. ¿Puedo tener su nombre y número de habitación, por favor?
Sí, es Yao Lan. Habitación 406 .",Gracias.,3.4
"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,"Debo decirte que voy a salir en unos 30 minutos.
Estoy listo cuando usted lo esté, señor.",Me temo que volveré en un minuto.,3.0
"¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.","¡Hola! ¿Cómo obtengo más comodidades?
Lo siento, señor. No estoy seguro de entender.","Bueno, señor, tiene toda la razón.",3.3
"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,"Y te gritarán.
Gritar no sirve de nada.",Iré.,2.4
"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,"El tráfico no es muy pesado en esta vía alta, ¿verdad? Así que estoy seguro de que lo lograremos.
No, pero tenemos prisa. Pronto será la hora punta.",Me temo que no podemos esperar hasta el atasco.,3.3
"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,"¿Qué estilo quieres?
Quiero comprar un suéter a cuadros de cuello en V, y debe estar apretado.",DE ACUERDO. Ya estás aquí.,3.4
"Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.","Sr. Smith, por favor.
Lo siento, está fuera.","Lo siento, señor. Herrero.",3.3
"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,"Seguramente por supuesto.
Aquí está la película. ¿Puedo obtener mis fotos mañana?",Seguro. ¿Qué es?,3.7
"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,"Necesito quedarme en casa esta noche y terminar mi trabajo de término.
DE ACUERDO. ¿Qué tal ir al cine el viernes por la noche?",No estoy seguro.,3.9
"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,"Déjame comprobarlo. Sí, tenemos.
¿Puedo probarlo?",Ya estás aquí.,3.3
"Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.","Y son muy queridos, también.
Hoy están en oferta especial.","Son bastante diferentes, pero no van a poder obtener un aumento.",2.8
"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,"¿No puedes venir antes de eso?
Lo siento. Ese es el único tiempo disponible.",¿A qué hora sale la próxima vez?,3.4
"Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.","Hola.
Hola. Es Tony llamando desde el consultorio del dentista. ¿Está Lily allí?","Sí, lo es.",3.4
"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,"Perdona. Tengo una cita con el Sr. . Li a las nueve. ¿Puedo entrar?
Sí, entra por favor. Soy el Sr. . Li. Debes ser Mi Liu, ¿verdad?",Sí. Me temo que no puedo.,3.0
"Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.","Necesitas una niñera.
Sí, le preguntaría a Jill, la chica que he tenido antes, pero necesito a alguien de la noche a la mañana. Tal vez incluso por dos noches.","Lo sé, pero soy una chica de mis propias amigas.",2.9
"¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.","¿Qué es? ¿¿Qué pasó??
Creo que alguien me está acechando.","Sí, lo acabo de conseguir. Acabo de conseguirlo. Acabo de conseguirlo.",2.9
"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,"¿Para qué se utiliza? Quiero decir, ¿por qué molestarse en obtener esta cuenta especial?
Las empresas del grupo pueden utilizar esto para flexibilizar su disposición de los fondos, cuando se trata de sus filiales.",¿Qué tiene la empresa?,2.8
"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,"El jefe quería pagarle a Bob con opciones sobre acciones. Pero Bob no quería volver a jugar ese juego.
¿Otra vez?",No lo sé. No lo sé.,2.8181818181818183
"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,"¿Vamos a venir a algún lugar para tomar un par de copas?
Eso suena como una buena idea.",¿Qué quieres decir?,2.6363636363636362
